年,月日,気温
1885,8月21日,24.5
1885,8月22日,25.7
1885,8月23日,25.6
1885,8月24日,26
1885,8月25日,25
1885,8月26日,23.5
1885,8月27日,25.6
1885,8月28日,26.5
1885,8月29日,26.4
1885,8月30日,27.6
1885,8月31日,26.3
1885,9月1日,22.3
1885,9月2日,22
1885,9月3日,22.4
1885,9月4日,25.2
1885,9月5日,25.7
1885,9月6日,21.3
1885,9月7日,23.4
1885,9月8日,23.6
1885,9月9日,23.7
1885,9月10日,23.8
1885,9月11日,24.8
1885,9月12日,26.1
1885,9月13日,25.5
1885,9月14日,25.3
1885,9月15日,25.7
1885,9月16日,22.9
1885,9月17日,23.5
1885,9月18日,19.6
1885,9月19日,22
1885,9月20日,22.1
1885,9月21日,20.4
1885,9月22日,20.8
1885,9月23日,18.7
1885,9月24日,20.4
1885,9月25日,18.9
1885,9月26日,16.1
1885,9月27日,19.1
1885,9月28日,20.1
1885,9月29日,18.7
1885,9月30日,19.5
1886,6月1日,15.8
1886,6月2日,16.8
1886,6月3日,16.8
1886,6月4日,15.7
1886,6月5日,20.2
1886,6月6日,19.3
1886,6月7日,18.6
1886,6月8日,17.8
1886,6月9日,18.6
1886,6月10日,19.7
1886,6月11日,19.7
1886,6月12日,22.4
1886,6月13日,22.3
1886,6月14日,20.5
1886,6月15日,21.9
1886,6月16日,21.6
1886,6月17日,21.4
1886,6月18日,22.6
1886,6月19日,25.2
1886,6月20日,23.1
1886,6月21日,21.6
1886,6月22日,21.9
1886,6月23日,22.1
1886,6月24日,22.3
1886,6月25日,22.2
1886,6月26日,23.3
1886,6月27日,24.8
1886,6月28日,24.9
1886,6月29日,23
1886,6月30日,21.6
1886,7月1日,18.3
1886,7月2日,21.6
1886,7月3日,23.1
1886,7月4日,22.1
1886,7月5日,23.2
1886,7月6日,23.6
1886,7月7日,24
1886,7月8日,24.9
1886,7月9日,26.1
1886,7月10日,27.8
1886,7月11日,27.6
1886,7月12日,26.6
1886,7月13日,26.6
1886,7月14日,28.7
1886,7月15日,28.9
1886,7月16日,28.2
1886,7月17日,23.7
1886,7月18日,23
1886,7月19日,24.4
1886,7月20日,25.7
1886,7月21日,25.3
1886,7月22日,26.4
1886,7月23日,26.1
1886,7月24日,24.1
1886,7月25日,24.5
1886,7月26日,25.1
1886,7月27日,25.1
1886,7月28日,24.7
1886,7月29日,24.5
1886,7月30日,25.4
1886,7月31日,27
1886,8月1日,26.8
1886,8月2日,28.5
1886,8月3日,28.1
1886,8月4日,27.5
1886,8月5日,26.7
1886,8月6日,26.7
1886,8月7日,26
1886,8月8日,27.7
1886,8月9日,27.1
1886,8月10日,26.1
1886,8月11日,26.9
1886,8月12日,27.4
1886,8月13日,27.4
1886,8月14日,26.8
1886,8月15日,27
1886,8月16日,26.5
1886,8月17日,26.9
1886,8月18日,25.7
1886,8月19日,24.6
1886,8月20日,24
1886,8月21日,26.2
1886,8月22日,26.3
1886,8月23日,26.8
1886,8月24日,28
1886,8月25日,26.6
1886,8月26日,27
1886,8月27日,25
1886,8月28日,25.3
1886,8月29日,25.1
1886,8月30日,25.4
1886,8月31日,26.7
1886,9月1日,24.6
1886,9月2日,25.3
1886,9月3日,24.7
1886,9月4日,25.5
1886,9月5日,25.8
1886,9月6日,25.9
1886,9月7日,26.3
1886,9月8日,25.7
1886,9月9日,25.6
1886,9月10日,24.4
1886,9月11日,26.3
1886,9月12日,26.4
1886,9月13日,24.4
1886,9月14日,25.1
1886,9月15日,24.6
1886,9月16日,25.8
1886,9月17日,25.7
1886,9月18日,25.9
1886,9月19日,23.2
1886,9月20日,20.9
1886,9月21日,19.3
1886,9月22日,20.7
1886,9月23日,18.8
1886,9月24日,18.5
1886,9月25日,23.8
1886,9月26日,16.2
1886,9月27日,18.9
1886,9月28日,20.1
1886,9月29日,19.3
1886,9月30日,19.3
1887,6月1日,20.4
1887,6月2日,21.2
1887,6月3日,20.5
1887,6月4日,20.2
1887,6月5日,18.2
1887,6月6日,19.1
1887,6月7日,18.3
1887,6月8日,19.2
1887,6月9日,17.4
1887,6月10日,19.9
1887,6月11日,19.6
1887,6月12日,20.3
1887,6月13日,20.9
1887,6月14日,19.9
1887,6月15日,18.3
1887,6月16日,19.3
1887,6月17日,19.2
1887,6月18日,20.7
1887,6月19日,20.8
1887,6月20日,20.5
1887,6月21日,20.8
1887,6月22日,21.9
1887,6月23日,20.2
1887,6月24日,23.3
1887,6月25日,21.3
1887,6月26日,20.1
1887,6月27日,20.6
1887,6月28日,22.3
1887,6月29日,21.2
1887,6月30日,22.1
1887,7月1日,21.8
1887,7月2日,19.1
1887,7月3日,18.1
1887,7月4日,19.4
1887,7月5日,19.4
1887,7月6日,17.3
1887,7月7日,21.1
1887,7月8日,22.3
1887,7月9日,23.8
1887,7月10日,24.6
1887,7月11日,24.3
1887,7月12日,23
1887,7月13日,24
1887,7月14日,23
1887,7月15日,25.3
1887,7月16日,25.6
1887,7月17日,26.1
1887,7月18日,25.4
1887,7月19日,24.7
1887,7月20日,25.6
1887,7月21日,25.4
1887,7月22日,25.9
1887,7月23日,25.4
1887,7月24日,25.3
1887,7月25日,25.7
1887,7月26日,26
1887,7月27日,25.8
1887,7月28日,25.2
1887,7月29日,24.3
1887,7月30日,23.9
1887,7月31日,25.3
1887,8月1日,24.3
1887,8月2日,24.8
1887,8月3日,24.3
1887,8月4日,25.4
1887,8月5日,25
1887,8月6日,25.9
1887,8月7日,25.9
1887,8月8日,25.3
1887,8月9日,26.4
1887,8月10日,25.9
1887,8月11日,25.8
1887,8月12日,25.7
1887,8月13日,25
1887,8月14日,26.1
1887,8月15日,26.3
1887,8月16日,24.6
1887,8月17日,25
1887,8月18日,26.1
1887,8月19日,26.7
1887,8月20日,25.7
1887,8月21日,23.6
1887,8月22日,23.2
1887,8月23日,25.3
1887,8月24日,26
1887,8月25日,26.5
1887,8月26日,26.5
1887,8月27日,26.6
1887,8月28日,26.8
1887,8月29日,23.7
1887,8月30日,22.3
1887,8月31日,22.6
1887,9月1日,24.7
1887,9月2日,24.8
1887,9月3日,25.8
1887,9月4日,23.3
1887,9月5日,21.7
1887,9月6日,20.9
1887,9月7日,22.1
1887,9月8日,24.4
1887,9月9日,20.8
1887,9月10日,22.7
1887,9月11日,24.4
1887,9月12日,23.5
1887,9月13日,24.4
1887,9月14日,25.7
1887,9月15日,22.6
1887,9月16日,21.1
1887,9月17日,20.3
1887,9月18日,17.9
1887,9月19日,18
1887,9月20日,18.3
1887,9月21日,19.8
1887,9月22日,20.6
1887,9月23日,18.6
1887,9月24日,17.2
1887,9月25日,17.9
1887,9月26日,17.1
1887,9月27日,18.2
1887,9月28日,18
1887,9月29日,17.6
1887,9月30日,18.3
1888,6月1日,19.8
1888,6月2日,19.6
1888,6月3日,16
1888,6月4日,16.3
1888,6月5日,16.6
1888,6月6日,18.6
1888,6月7日,19.4
1888,6月8日,18.6
1888,6月9日,20.6
1888,6月10日,17.3
1888,6月11日,18.1
1888,6月12日,18.4
1888,6月13日,18.1
1888,6月14日,15.3
1888,6月15日,13.4
1888,6月16日,15
1888,6月17日,17
1888,6月18日,18.6
1888,6月19日,20.5
1888,6月20日,19.7
1888,6月21日,20.4
1888,6月22日,20.4
1888,6月23日,19.5
1888,6月24日,19.7
1888,6月25日,20.2
1888,6月26日,17.7
1888,6月27日,19
1888,6月28日,20.1
1888,6月29日,21.4
1888,6月30日,21.4
1888,7月1日,21.1
1888,7月2日,22.4
1888,7月3日,21.3
1888,7月4日,21.6
1888,7月5日,19.5
1888,7月6日,19.7
1888,7月7日,21
1888,7月8日,24.4
1888,7月9日,26.6
1888,7月10日,24.6
1888,7月11日,24.6
1888,7月12日,25.4
1888,7月13日,26.3
1888,7月14日,26.7
1888,7月15日,25.2
1888,7月16日,24.6
1888,7月17日,25
1888,7月18日,25.9
1888,7月19日,25.9
1888,7月20日,25.8
1888,7月21日,25.5
1888,7月22日,25.1
1888,7月23日,26.6
1888,7月24日,25.9
1888,7月25日,25.5
1888,7月26日,24.7
1888,7月27日,25.5
1888,7月28日,26.5
1888,7月29日,25.1
1888,7月30日,26
1888,7月31日,26.4
1888,8月1日,27.6
1888,8月2日,26.5
1888,8月3日,26.4
1888,8月4日,26.6
1888,8月5日,26.4
1888,8月6日,26.9
1888,8月7日,27
1888,8月8日,26.3
1888,8月9日,26.7
1888,8月10日,27.1
1888,8月11日,26.7
1888,8月12日,26.8
1888,8月13日,27.4
1888,8月14日,26.2
1888,8月15日,25.1
1888,8月16日,21.9
1888,8月17日,21.7
1888,8月18日,23.1
1888,8月19日,25.5
1888,8月20日,26.1
1888,8月21日,27.1
1888,8月22日,25.4
1888,8月23日,23.3
1888,8月24日,25.2
1888,8月25日,25.7
1888,8月26日,26
1888,8月27日,25.9
1888,8月28日,23.9
1888,8月29日,22.6
1888,8月30日,24.9
1888,8月31日,26.1
1888,9月1日,25.7
1888,9月2日,24.9
1888,9月3日,24.8
1888,9月4日,27
1888,9月5日,24.9
1888,9月6日,21.6
1888,9月7日,23.4
1888,9月8日,22.5
1888,9月9日,17.9
1888,9月10日,19.2
1888,9月11日,17
1888,9月12日,21.4
1888,9月13日,21.3
1888,9月14日,19.5
1888,9月15日,19.9
1888,9月16日,18.9
1888,9月17日,21
1888,9月18日,21.6
1888,9月19日,19.4
1888,9月20日,19.7
1888,9月21日,23.5
1888,9月22日,19.1
1888,9月23日,20.5
1888,9月24日,21.2
1888,9月25日,18.1
1888,9月26日,18.3
1888,9月27日,19.7
1888,9月28日,19.8
1888,9月29日,18.7
1888,9月30日,17.6
1889,6月1日,19.5
1889,6月2日,18.4
1889,6月3日,20.9
1889,6月4日,21.5
1889,6月5日,21.5
1889,6月6日,21
1889,6月7日,22.6
1889,6月8日,22.1
1889,6月9日,18.2
1889,6月10日,18.9
1889,6月11日,18.6
1889,6月12日,16.1
1889,6月13日,18.9
1889,6月14日,20.1
1889,6月15日,21.2
1889,6月16日,21.5
1889,6月17日,22.3
1889,6月18日,25.6
1889,6月19日,26.4
1889,6月20日,25.8
1889,6月21日,23.1
1889,6月22日,22.1
1889,6月23日,20.6
1889,6月24日,20.7
1889,6月25日,20.3
1889,6月26日,20.2
1889,6月27日,21.2
1889,6月28日,19.1
1889,6月29日,19.8
1889,6月30日,20
1889,7月1日,21.4
1889,7月2日,20.5
1889,7月3日,20.1
1889,7月4日,21.7
1889,7月5日,20.7
1889,7月6日,20.1
1889,7月7日,20.2
1889,7月8日,19.9
1889,7月9日,20.2
1889,7月10日,20
1889,7月11日,23.1
1889,7月12日,24.3
1889,7月13日,26.1
1889,7月14日,25.7
1889,7月15日,26
1889,7月16日,25.6
1889,7月17日,25.8
1889,7月18日,26.1
1889,7月19日,25.4
1889,7月20日,24.4
1889,7月21日,23
1889,7月22日,21.6
1889,7月23日,23.4
1889,7月24日,23.9
1889,7月25日,21.9
1889,7月26日,23.4
1889,7月27日,23.9
1889,7月28日,25
1889,7月29日,26.5
1889,7月30日,27.2
1889,7月31日,27.3
1889,8月1日,27.3
1889,8月2日,28.1
1889,8月3日,28.2
1889,8月4日,26.9
1889,8月5日,26.6
1889,8月6日,27.4
1889,8月7日,27.6
1889,8月8日,26.9
1889,8月9日,26.7
1889,8月10日,26.6
1889,8月11日,26.1
1889,8月12日,26.6
1889,8月13日,26
1889,8月14日,26
1889,8月15日,26.1
1889,8月16日,26.1
1889,8月17日,25
1889,8月18日,26
1889,8月19日,26.5
1889,8月20日,25.8
1889,8月21日,26.6
1889,8月22日,27.1
1889,8月23日,26.8
1889,8月24日,27.4
1889,8月25日,26.2
1889,8月26日,26.3
1889,8月27日,25.2
1889,8月28日,20.4
1889,8月29日,18.7
1889,8月30日,20.2
1889,8月31日,21.2
1889,9月1日,21.6
1889,9月2日,22.3
1889,9月3日,21
1889,9月4日,21
1889,9月5日,20.9
1889,9月6日,20.3
1889,9月7日,22.4
1889,9月8日,22
1889,9月9日,23.9
1889,9月10日,21.4
1889,9月11日,24.2
1889,9月12日,25.9
1889,9月13日,18.6
1889,9月14日,19
1889,9月15日,20.4
1889,9月16日,19.9
1889,9月17日,19.9
1889,9月18日,19.8
1889,9月19日,19.4
1889,9月20日,21
1889,9月21日,23.9
1889,9月22日,21.1
1889,9月23日,16.7
1889,9月24日,16.7
1889,9月25日,18.1
1889,9月26日,17.9
1889,9月27日,17.4
1889,9月28日,19.4
1889,9月29日,18.7
1889,9月30日,15.3
1890,6月1日,20.2
1890,6月2日,19.9
1890,6月3日,18.1
1890,6月4日,19.2
1890,6月5日,20.9
1890,6月6日,21.3
1890,6月7日,20.2
1890,6月8日,21.5
1890,6月9日,19.8
1890,6月10日,16.5
1890,6月11日,17.3
1890,6月12日,19.5
1890,6月13日,21.2
1890,6月14日,21.6
1890,6月15日,22.7
1890,6月16日,21.9
1890,6月17日,22
1890,6月18日,22.7
1890,6月19日,22.6
1890,6月20日,22.8
1890,6月21日,23.1
1890,6月22日,24.7
1890,6月23日,26.2
1890,6月24日,27.4
1890,6月25日,28.1
1890,6月26日,25.8
1890,6月27日,25.1
1890,6月28日,22.7
1890,6月29日,23.4
1890,6月30日,20.8
1890,7月1日,19.8
1890,7月2日,19.9
1890,7月3日,21.1
1890,7月4日,20.5
1890,7月5日,22.8
1890,7月6日,25.5
1890,7月7日,17.9
1890,7月8日,15.8
1890,7月9日,16.4
1890,7月10日,19.3
1890,7月11日,22.2
1890,7月12日,24.4
1890,7月13日,25.8
1890,7月14日,26.6
1890,7月15日,27.1
1890,7月16日,27
1890,7月17日,25.3
1890,7月18日,25.7
1890,7月19日,25.6
1890,7月20日,26.7
1890,7月21日,26.6
1890,7月22日,26.5
1890,7月23日,25
1890,7月24日,24.4
1890,7月25日,22.8
1890,7月26日,24.6
1890,7月27日,24.6
1890,7月28日,24.3
1890,7月29日,24.4
1890,7月30日,24.3
1890,7月31日,25.8
1890,8月1日,26.1
1890,8月2日,24.5
1890,8月3日,24.6
1890,8月4日,26
1890,8月5日,26.6
1890,8月6日,27.1
1890,8月7日,26.4
1890,8月8日,26.3
1890,8月9日,26.6
1890,8月10日,26.8
1890,8月11日,25.7
1890,8月12日,25.1
1890,8月13日,25.7
1890,8月14日,24.4
1890,8月15日,24.3
1890,8月16日,26.7
1890,8月17日,25.8
1890,8月18日,26
1890,8月19日,25
1890,8月20日,25
1890,8月21日,22.7
1890,8月22日,24.7
1890,8月23日,26.1
1890,8月24日,26
1890,8月25日,25.8
1890,8月26日,25.2
1890,8月27日,23.9
1890,8月28日,24.6
1890,8月29日,25.1
1890,8月30日,24.2
1890,8月31日,25.4
1890,9月1日,26.1
1890,9月2日,25
1890,9月3日,25.7
1890,9月4日,23.8
1890,9月5日,24.4
1890,9月6日,24.9
1890,9月7日,25.6
1890,9月8日,26.3
1890,9月9日,25.2
1890,9月10日,25.5
1890,9月11日,24.9
1890,9月12日,24.3
1890,9月13日,24.9
1890,9月14日,23.4
1890,9月15日,23.5
1890,9月16日,23.6
1890,9月17日,25.1
1890,9月18日,26.7
1890,9月19日,25.3
1890,9月20日,25.4
1890,9月21日,25.9
1890,9月22日,22.5
1890,9月23日,22.9
1890,9月24日,25.6
1890,9月25日,24.3
1890,9月26日,21.2
1890,9月27日,19.9
1890,9月28日,20.2
1890,9月29日,21.2
1890,9月30日,22.6
1891,6月1日,18.6
1891,6月2日,18.9
1891,6月3日,18.5
1891,6月4日,15.9
1891,6月5日,19.6
1891,6月6日,16.1
1891,6月7日,18.3
1891,6月8日,18.1
1891,6月9日,19.8
1891,6月10日,20.1
1891,6月11日,20.8
1891,6月12日,21.2
1891,6月13日,20.6
1891,6月14日,20.3
1891,6月15日,19.8
1891,6月16日,19.3
1891,6月17日,18.8
1891,6月18日,20.6
1891,6月19日,22.9
1891,6月20日,20
1891,6月21日,19.4
1891,6月22日,21.8
1891,6月23日,22.6
1891,6月24日,23.4
1891,6月25日,22.7
1891,6月26日,20.1
1891,6月27日,22
1891,6月28日,22.7
1891,6月29日,23.2
1891,6月30日,23.8
1891,7月1日,24.2
1891,7月2日,23.4
1891,7月3日,24.8
1891,7月4日,24.6
1891,7月5日,24.5
1891,7月6日,22.4
1891,7月7日,22.3
1891,7月8日,23.7
1891,7月9日,23.6
1891,7月10日,23.1
1891,7月11日,25.7
1891,7月12日,27.7
1891,7月13日,28
1891,7月14日,26.6
1891,7月15日,25
1891,7月16日,25.3
1891,7月17日,24.7
1891,7月18日,25.9
1891,7月19日,26.9
1891,7月20日,23.9
1891,7月21日,21
1891,7月22日,24.3
1891,7月23日,25.5
1891,7月24日,25.3
1891,7月25日,27.6
1891,7月26日,26
1891,7月27日,25.9
1891,7月28日,26
1891,7月29日,25
1891,7月30日,24.2
1891,7月31日,25
1891,8月1日,25.6
1891,8月2日,27.2
1891,8月3日,27.2
1891,8月4日,26.6
1891,8月5日,25.2
1891,8月6日,24.6
1891,8月7日,26.1
1891,8月8日,26.7
1891,8月9日,26.4
1891,8月10日,26
1891,8月11日,26.7
1891,8月12日,27.1
1891,8月13日,28.3
1891,8月14日,27.3
1891,8月15日,28.1
1891,8月16日,28.1
1891,8月17日,26.8
1891,8月18日,27.8
1891,8月19日,25.7
1891,8月20日,24.7
1891,8月21日,22.8
1891,8月22日,24.1
1891,8月23日,20.8
1891,8月24日,22.5
1891,8月25日,23.3
1891,8月26日,24.1
1891,8月27日,24.8
1891,8月28日,23.8
1891,8月29日,25
1891,8月30日,24
1891,8月31日,24.2
1891,9月1日,25.2
1891,9月2日,26.8
1891,9月3日,27.2
1891,9月4日,26.8
1891,9月5日,27.1
1891,9月6日,25.9
1891,9月7日,25.9
1891,9月8日,26.3
1891,9月9日,26.3
1891,9月10日,27.2
1891,9月11日,27.8
1891,9月12日,28.2
1891,9月13日,26.4
1891,9月14日,27.5
1891,9月15日,27.7
1891,9月16日,23
1891,9月17日,23.5
1891,9月18日,22.2
1891,9月19日,19.6
1891,9月20日,20.2
1891,9月21日,22.5
1891,9月22日,24.3
1891,9月23日,19.9
1891,9月24日,21.8
1891,9月25日,21.2
1891,9月26日,20.6
1891,9月27日,19.9
1891,9月28日,22.2
1891,9月29日,22.5
1891,9月30日,23.7
1892,6月1日,19.6
1892,6月2日,19.6
1892,6月3日,22
1892,6月4日,22.7
1892,6月5日,20.5
1892,6月6日,20.4
1892,6月7日,20.3
1892,6月8日,19.6
1892,6月9日,18.7
1892,6月10日,17.7
1892,6月11日,18.4
1892,6月12日,19.5
1892,6月13日,20.1
1892,6月14日,20.1
1892,6月15日,19.1
1892,6月16日,17.4
1892,6月17日,18.2
1892,6月18日,18.6
1892,6月19日,19
1892,6月20日,20.9
1892,6月21日,23.3
1892,6月22日,24.7
1892,6月23日,24.4
1892,6月24日,24.2
1892,6月25日,24.5
1892,6月26日,25
1892,6月27日,23.8
1892,6月28日,23.1
1892,6月29日,23.8
1892,6月30日,24.6
1892,7月1日,24.7
1892,7月2日,24.7
1892,7月3日,24.6
1892,7月4日,24.4
1892,7月5日,25.3
1892,7月6日,26.1
1892,7月7日,26.1
1892,7月8日,26.1
1892,7月9日,26.2
1892,7月10日,25.3
1892,7月11日,26.3
1892,7月12日,26.2
1892,7月13日,26.5
1892,7月14日,26.3
1892,7月15日,24.8
1892,7月16日,21.9
1892,7月17日,23
1892,7月18日,24.9
1892,7月19日,25.9
1892,7月20日,26.5
1892,7月21日,27.4
1892,7月22日,27.1
1892,7月23日,26.8
1892,7月24日,25.3
1892,7月25日,24.3
1892,7月26日,24.1
1892,7月27日,26.3
1892,7月28日,27.4
1892,7月29日,27.6
1892,7月30日,27.9
1892,7月31日,26.9
1892,8月1日,24.9
1892,8月2日,24
1892,8月3日,24
1892,8月4日,24
1892,8月5日,24.8
1892,8月6日,23.1
1892,8月7日,24.5
1892,8月8日,27.2
1892,8月9日,25.5
1892,8月10日,24.2
1892,8月11日,26.6
1892,8月12日,27.7
1892,8月13日,27.4
1892,8月14日,26.7
1892,8月15日,28.2
1892,8月16日,28.4
1892,8月17日,28.1
1892,8月18日,27.8
1892,8月19日,27.7
1892,8月20日,26.4
1892,8月21日,27.2
1892,8月22日,27.1
1892,8月23日,27
1892,8月24日,27.5
1892,8月25日,26.5
1892,8月26日,26.3
1892,8月27日,26.5
1892,8月28日,26.4
1892,8月29日,26.9
1892,8月30日,26.8
1892,8月31日,27.6
1892,9月1日,27.4
1892,9月2日,27.4
1892,9月3日,27.8
1892,9月4日,27.2
1892,9月5日,26.6
1892,9月6日,25.3
1892,9月7日,26.7
1892,9月8日,25.9
1892,9月9日,26.4
1892,9月10日,26
1892,9月11日,26.8
1892,9月12日,27.2
1892,9月13日,26.7
1892,9月14日,27.6
1892,9月15日,25.3
1892,9月16日,26.6
1892,9月17日,25.5
1892,9月18日,25.8
1892,9月19日,17.8
1892,9月20日,16.6
1892,9月21日,15.2
1892,9月22日,14.9
1892,9月23日,15.6
1892,9月24日,19
1892,9月25日,18.3
1892,9月26日,18.7
1892,9月27日,17.5
1892,9月28日,20.9
1892,9月29日,18.2
1892,9月30日,18.7
1893,6月1日,17.1
1893,6月2日,13.8
1893,6月3日,18
1893,6月4日,19.2
1893,6月5日,17.7
1893,6月6日,19.6
1893,6月7日,18.7
1893,6月8日,18.2
1893,6月9日,18.6
1893,6月10日,16.8
1893,6月11日,18.1
1893,6月12日,20.3
1893,6月13日,22.1
1893,6月14日,20.8
1893,6月15日,18.6
1893,6月16日,17.9
1893,6月17日,20.1
1893,6月18日,20.6
1893,6月19日,22.4
1893,6月20日,24.6
1893,6月21日,22.6
1893,6月22日,20.5
1893,6月23日,23
1893,6月24日,24
1893,6月25日,24.9
1893,6月26日,23.1
1893,6月27日,22.2
1893,6月28日,23.2
1893,6月29日,22.7
1893,6月30日,24.3
1893,7月1日,25.2
1893,7月2日,26.8
1893,7月3日,27.3
1893,7月4日,25.6
1893,7月5日,24.3
1893,7月6日,23.7
1893,7月7日,22.4
1893,7月8日,22
1893,7月9日,24
1893,7月10日,24.9
1893,7月11日,27
1893,7月12日,27.3
1893,7月13日,26.2
1893,7月14日,25.3
1893,7月15日,26.3
1893,7月16日,27.9
1893,7月17日,26.8
1893,7月18日,26.3
1893,7月19日,26.8
1893,7月20日,25.4
1893,7月21日,24.9
1893,7月22日,25.7
1893,7月23日,26
1893,7月24日,26.6
1893,7月25日,27.8
1893,7月26日,21.8
1893,7月27日,20.7
1893,7月28日,23
1893,7月29日,23.9
1893,7月30日,25.3
1893,7月31日,25.9
1893,8月1日,26.7
1893,8月2日,27.1
1893,8月3日,23.8
1893,8月4日,26.3
1893,8月5日,27.7
1893,8月6日,27.5
1893,8月7日,27.6
1893,8月8日,27.6
1893,8月9日,27.6
1893,8月10日,27.9
1893,8月11日,27.7
1893,8月12日,27.8
1893,8月13日,27.3
1893,8月14日,25.8
1893,8月15日,26.3
1893,8月16日,25.4
1893,8月17日,26.6
1893,8月18日,25.9
1893,8月19日,26
1893,8月20日,22.2
1893,8月21日,24
1893,8月22日,26.3
1893,8月23日,27
1893,8月24日,26.7
1893,8月25日,25.5
1893,8月26日,24.3
1893,8月27日,24.5
1893,8月28日,23.8
1893,8月29日,25.7
1893,8月30日,25.8
1893,8月31日,26.4
1893,9月1日,24.6
1893,9月2日,24.7
1893,9月3日,26.2
1893,9月4日,27.2
1893,9月5日,24.3
1893,9月6日,23.4
1893,9月7日,24.5
1893,9月8日,24.9
1893,9月9日,24.8
1893,9月10日,25.3
1893,9月11日,25.6
1893,9月12日,24.9
1893,9月13日,20.1
1893,9月14日,20.4
1893,9月15日,21
1893,9月16日,20.7
1893,9月17日,17.4
1893,9月18日,18.8
1893,9月19日,23
1893,9月20日,20.5
1893,9月21日,20
1893,9月22日,20.6
1893,9月23日,21.6
1893,9月24日,21.6
